O*NET-SOC Code,Title,Element ID,Element Name,Importance,Importance_SE,Importance_LowerCI,Importance_UpperCI,Level,Level_SE,Level_LowerCI,Level_UpperCI,SkillScore
33-9099.02,Retail Loss Prevention Specialists,2.A.1.f,Science,1.25,0.1637,1.0,1.5708,0.25,0.1637,0.0,0.5708,0.9
33-9099.02,Retail Loss Prevention Specialists,2.A.2.a,Critical Thinking,3.75,0.25,3.26,4.24,3.62,0.183,3.2664,3.9836,38.8
33-9099.02,Retail Loss Prevention Specialists,2.A.2.b,Active Learning,3.25,0.25,2.76,3.74,3.0,0.189,2.6296,3.3704,27.9
33-9099.02,Retail Loss Prevention Specialists,2.A.2.c,Learning Strategies,2.88,0.295,2.2967,3.4533,2.75,0.1637,2.4292,3.0708,22.6
33-9099.02,Retail Loss Prevention Specialists,2.A.2.d,Monitoring,3.5,0.189,3.1296,3.8704,3.5,0.2673,2.9762,4.0238,35.0
35-1011.00,Chefs and Head Cooks,2.A.1.a,Reading Comprehension,3.5,0.189,3.1296,3.8704,3.5,0.189,3.1296,3.8704,35.0
35-1011.00,Chefs and Head Cooks,2.A.1.b,Active Listening,3.62,0.183,3.2664,3.9836,3.5,0.189,3.1296,3.8704,36.2
35-1011.00,Chefs and Head Cooks,2.A.1.c,Writing,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
35-1011.00,Chefs and Head Cooks,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
35-1011.00,Chefs and Head Cooks,2.A.1.e,Mathematics,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
35-1011.00,Chefs and Head Cooks,2.A.1.f,Science,1.75,0.25,1.26,2.24,1.0,0.378,0.2592,1.7408,5.0
35-1011.00,Chefs and Head Cooks,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
35-1011.00,Chefs and Head Cooks,2.A.2.b,Active Learning,3.38,0.183,3.0164,3.7336,3.75,0.1637,3.4292,4.0708,36.2
35-1011.00,Chefs and Head Cooks,2.A.2.c,Learning Strategies,3.25,0.1637,2.9292,3.5708,3.25,0.1637,2.9292,3.5708,30.2
35-1011.00,Chefs and Head Cooks,2.A.2.d,Monitoring,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.1.a,Reading Comprehension,3.25,0.1637,2.9292,3.5708,3.62,0.183,3.2664,3.9836,33.6
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.1.b,Active Listening,3.75,0.1637,3.4292,4.0708,3.0,0.0,3.0,3.0,32.1
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.1.e,Mathematics,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.2.a,Critical Thinking,3.12,0.125,2.88,3.37,3.75,0.1637,3.4292,4.0708,33.4
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
35-2011.00,"Cooks, Fast Food",2.A.1.a,Reading Comprehension,2.75,0.1637,2.4292,3.0708,2.38,0.183,2.0164,2.7336,18.7
35-2011.00,"Cooks, Fast Food",2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,2.5,0.189,2.1296,2.8704,21.4
35-2011.00,"Cooks, Fast Food",2.A.1.c,Writing,2.12,0.125,1.88,2.37,2.0,0.0,2.0,2.0,12.1
35-2011.00,"Cooks, Fast Food",2.A.1.d,Speaking,2.88,0.125,2.63,3.12,2.0,0.189,1.6296,2.3704,16.5
35-2011.00,"Cooks, Fast Food",2.A.1.e,Mathematics,1.88,0.125,1.63,2.12,1.5,0.2673,0.9762,2.0238,8.1
35-2011.00,"Cooks, Fast Food",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-2011.00,"Cooks, Fast Food",2.A.2.a,Critical Thinking,2.62,0.183,2.2664,2.9836,2.12,0.125,1.88,2.37,15.9
35-2011.00,"Cooks, Fast Food",2.A.2.b,Active Learning,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
35-2011.00,"Cooks, Fast Food",2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,1.88,0.125,1.63,2.12,10.7
35-2011.00,"Cooks, Fast Food",2.A.2.d,Monitoring,2.62,0.183,2.2664,2.9836,2.12,0.125,1.88,2.37,15.9
35-2012.00,"Cooks, Institution and Cafeteria",2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
35-2012.00,"Cooks, Institution and Cafeteria",2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
35-2012.00,"Cooks, Institution and Cafeteria",2.A.1.c,Writing,2.75,0.1637,2.4292,3.0708,2.62,0.183,2.2664,2.9836,20.6
35-2012.00,"Cooks, Institution and Cafeteria",2.A.1.d,Speaking,3.12,0.125,2.88,3.37,2.88,0.125,2.63,3.12,25.7
35-2012.00,"Cooks, Institution and Cafeteria",2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
35-2012.00,"Cooks, Institution and Cafeteria",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-2012.00,"Cooks, Institution and Cafeteria",2.A.2.a,Critical Thinking,3.0,0.189,2.6296,3.3704,2.88,0.125,2.63,3.12,24.7
35-2012.00,"Cooks, Institution and Cafeteria",2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
35-2012.00,"Cooks, Institution and Cafeteria",2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
35-2012.00,"Cooks, Institution and Cafeteria",2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
35-2013.00,"Cooks, Private Household",2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
35-2013.00,"Cooks, Private Household",2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
35-2013.00,"Cooks, Private Household",2.A.1.c,Writing,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
35-2013.00,"Cooks, Private Household",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
35-2013.00,"Cooks, Private Household",2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.0,0.0,2.0,2.0,12.9
35-2013.00,"Cooks, Private Household",2.A.1.f,Science,1.38,0.183,1.0164,1.7336,0.5,0.2673,0.0,1.0238,2.0
35-2013.00,"Cooks, Private Household",2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
35-2013.00,"Cooks, Private Household",2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
35-2013.00,"Cooks, Private Household",2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.38,0.183,2.0164,2.7336,18.7
35-2013.00,"Cooks, Private Household",2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
35-2014.00,"Cooks, Restaurant",2.A.1.a,Reading Comprehension,2.75,0.1637,2.4292,3.0708,2.5,0.189,2.1296,2.8704,19.6
35-2014.00,"Cooks, Restaurant",2.A.1.b,Active Listening,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
35-2014.00,"Cooks, Restaurant",2.A.1.c,Writing,2.25,0.1637,1.9292,2.5708,2.12,0.125,1.88,2.37,13.6
35-2014.00,"Cooks, Restaurant",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.75,0.1637,2.4292,3.0708,23.6
35-2014.00,"Cooks, Restaurant",2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.38,0.183,2.0164,2.7336,15.3
35-2014.00,"Cooks, Restaurant",2.A.1.f,Science,1.38,0.183,1.0164,1.7336,0.38,0.183,0.0164,0.7336,1.5
35-2014.00,"Cooks, Restaurant",2.A.2.a,Critical Thinking,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
35-2014.00,"Cooks, Restaurant",2.A.2.b,Active Learning,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
35-2014.00,"Cooks, Restaurant",2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.12,0.125,1.88,2.37,12.1
35-2014.00,"Cooks, Restaurant",2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
35-2015.00,"Cooks, Short Order",2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,2.38,0.183,2.0164,2.7336,21.2
35-2015.00,"Cooks, Short Order",2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,2.38,0.183,2.0164,2.7336,21.2
35-2015.00,"Cooks, Short Order",2.A.1.c,Writing,2.25,0.1637,1.9292,2.5708,2.12,0.125,1.88,2.37,13.6
35-2015.00,"Cooks, Short Order",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.5,0.189,2.1296,2.8704,21.4
35-2015.00,"Cooks, Short Order",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.0,0.0,2.0,2.0,12.1
35-2015.00,"Cooks, Short Order",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-2015.00,"Cooks, Short Order",2.A.2.a,Critical Thinking,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
35-2015.00,"Cooks, Short Order",2.A.2.b,Active Learning,2.38,0.183,2.0164,2.7336,2.38,0.183,2.0164,2.7336,16.2
35-2015.00,"Cooks, Short Order",2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
35-2015.00,"Cooks, Short Order",2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.62,0.183,2.2664,2.9836,21.6
35-2021.00,Food Preparation Workers,2.A.1.a,Reading Comprehension,2.62,0.183,2.2664,2.9836,2.0,0.189,1.6296,2.3704,15.0
35-2021.00,Food Preparation Workers,2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,2.38,0.183,2.0164,2.7336,20.4
35-2021.00,Food Preparation Workers,2.A.1.c,Writing,1.88,0.125,1.63,2.12,1.75,0.25,1.26,2.24,9.4
35-2021.00,Food Preparation Workers,2.A.1.d,Speaking,2.88,0.125,2.63,3.12,2.12,0.125,1.88,2.37,17.4
35-2021.00,Food Preparation Workers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.75,0.1637,1.4292,2.0708,10.0
35-2021.00,Food Preparation Workers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-2021.00,Food Preparation Workers,2.A.2.a,Critical Thinking,2.75,0.1637,2.4292,3.0708,2.0,0.189,1.6296,2.3704,15.7
35-2021.00,Food Preparation Workers,2.A.2.b,Active Learning,2.0,0.0,2.0,2.0,1.88,0.125,1.63,2.12,10.7
35-2021.00,Food Preparation Workers,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
35-2021.00,Food Preparation Workers,2.A.2.d,Monitoring,2.5,0.189,2.1296,2.8704,1.88,0.125,1.63,2.12,13.4
35-3011.00,Bartenders,2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
35-3011.00,Bartenders,2.A.1.b,Active Listening,3.75,0.1637,3.4292,4.0708,3.12,0.125,2.88,3.37,33.4
35-3011.00,Bartenders,2.A.1.c,Writing,2.75,0.1637,2.4292,3.0708,3.0,0.0,3.0,3.0,23.6
35-3011.00,Bartenders,2.A.1.d,Speaking,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
35-3011.00,Bartenders,2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.12,0.125,1.88,2.37,13.6
35-3011.00,Bartenders,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-3011.00,Bartenders,2.A.2.a,Critical Thinking,3.12,0.125,2.88,3.37,2.88,0.125,2.63,3.12,25.7
35-3011.00,Bartenders,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
35-3011.00,Bartenders,2.A.2.c,Learning Strategies,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
35-3011.00,Bartenders,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
35-3023.00,Fast Food and Counter Workers,2.A.1.a,Reading Comprehension,2.38,0.183,2.0164,2.7336,2.12,0.125,1.88,2.37,14.4
35-3023.00,Fast Food and Counter Workers,2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,2.25,0.1637,1.9292,2.5708,19.3
35-3023.00,Fast Food and Counter Workers,2.A.1.c,Writing,2.0,0.0,2.0,2.0,1.75,0.1637,1.4292,2.0708,10.0
35-3023.00,Fast Food and Counter Workers,2.A.1.d,Speaking,2.62,0.183,2.2664,2.9836,2.0,0.0,2.0,2.0,15.0
35-3023.00,Fast Food and Counter Workers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.88,0.125,1.63,2.12,10.7
35-3023.00,Fast Food and Counter Workers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-3023.00,Fast Food and Counter Workers,2.A.2.a,Critical Thinking,2.5,0.189,2.1296,2.8704,2.5,0.189,2.1296,2.8704,17.9
35-3023.00,Fast Food and Counter Workers,2.A.2.b,Active Learning,1.88,0.125,1.63,2.12,1.62,0.2631,1.1094,2.1406,8.7
35-3023.00,Fast Food and Counter Workers,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
35-3023.00,Fast Food and Counter Workers,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.25,0.1637,1.9292,2.5708,18.5
35-3023.01,Baristas,2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
35-3023.01,Baristas,2.A.1.b,Active Listening,3.38,0.2631,2.8594,3.8906,2.62,0.183,2.2664,2.9836,25.3
35-3023.01,Baristas,2.A.1.c,Writing,2.5,0.189,2.1296,2.8704,2.25,0.1637,1.9292,2.5708,16.1
35-3023.01,Baristas,2.A.1.d,Speaking,3.25,0.1637,2.9292,3.5708,2.88,0.2266,2.4309,3.3191,26.7
35-3023.01,Baristas,2.A.1.e,Mathematics,1.88,0.125,1.63,2.12,1.62,0.2631,1.1094,2.1406,8.7
35-3023.01,Baristas,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-3023.01,Baristas,2.A.2.a,Critical Thinking,2.62,0.183,2.2664,2.9836,2.62,0.183,2.2664,2.9836,19.6
35-3023.01,Baristas,2.A.2.b,Active Learning,2.5,0.189,2.1296,2.8704,2.5,0.2673,1.9762,3.0238,17.9
35-3023.01,Baristas,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
35-3023.01,Baristas,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,2.75,0.1637,2.4292,3.0708,23.6
35-3031.00,Waiters and Waitresses,2.A.1.a,Reading Comprehension,2.75,0.1637,2.4292,3.0708,2.12,0.125,1.88,2.37,16.7
35-3031.00,Waiters and Waitresses,2.A.1.b,Active Listening,3.5,0.189,3.1296,3.8704,2.5,0.189,2.1296,2.8704,25.0
35-3031.00,Waiters and Waitresses,2.A.1.c,Writing,2.12,0.125,1.88,2.37,2.0,0.0,2.0,2.0,12.1
35-3031.00,Waiters and Waitresses,2.A.1.d,Speaking,3.5,0.189,3.1296,3.8704,2.62,0.183,2.2664,2.9836,26.2
35-3031.00,Waiters and Waitresses,2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,1.88,0.125,1.63,2.12,11.4
35-3031.00,Waiters and Waitresses,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-3031.00,Waiters and Waitresses,2.A.2.a,Critical Thinking,2.88,0.2266,2.4309,3.3191,2.88,0.2266,2.4309,3.3191,23.7
35-3031.00,Waiters and Waitresses,2.A.2.b,Active Learning,2.5,0.189,2.1296,2.8704,2.25,0.1637,1.9292,2.5708,16.1
35-3031.00,Waiters and Waitresses,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
35-3031.00,Waiters and Waitresses,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,2.62,0.183,2.2664,2.9836,22.5
35-3041.00,"Food Servers, Nonrestaurant",2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.12,0.125,1.88,2.37,17.4
35-3041.00,"Food Servers, Nonrestaurant",2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,2.38,0.183,2.0164,2.7336,20.4
35-3041.00,"Food Servers, Nonrestaurant",2.A.1.c,Writing,2.0,0.0,2.0,2.0,2.12,0.125,1.88,2.37,12.1
35-3041.00,"Food Servers, Nonrestaurant",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.5,0.189,2.1296,2.8704,21.4
35-3041.00,"Food Servers, Nonrestaurant",2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.5,0.189,1.1296,1.8704,8.6
35-3041.00,"Food Servers, Nonrestaurant",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-3041.00,"Food Servers, Nonrestaurant",2.A.2.a,Critical Thinking,2.88,0.125,2.63,3.12,2.38,0.183,2.0164,2.7336,19.6
35-3041.00,"Food Servers, Nonrestaurant",2.A.2.b,Active Learning,2.0,0.0,2.0,2.0,2.12,0.125,1.88,2.37,12.1
35-3041.00,"Food Servers, Nonrestaurant",2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.12,0.125,1.88,2.37,12.1
35-3041.00,"Food Servers, Nonrestaurant",2.A.2.d,Monitoring,2.75,0.1637,2.4292,3.0708,2.25,0.1637,1.9292,2.5708,17.7
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.1.a,Reading Comprehension,2.38,0.183,2.0164,2.7336,2.0,0.0,2.0,2.0,13.6
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.1.b,Active Listening,3.0,0.189,2.6296,3.3704,2.0,0.0,2.0,2.0,17.1
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.1.c,Writing,2.0,0.0,2.0,2.0,1.25,0.1637,0.9292,1.5708,7.1
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.1.d,Speaking,2.88,0.125,2.63,3.12,2.12,0.125,1.88,2.37,17.4
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.1.e,Mathematics,1.88,0.125,1.63,2.12,1.25,0.25,0.76,1.74,6.7
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.2.a,Critical Thinking,2.75,0.1637,2.4292,3.0708,2.25,0.1637,1.9292,2.5708,17.7
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.2.b,Active Learning,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.12,0.125,1.88,2.37,17.4
35-9021.00,Dishwashers,2.A.1.a,Reading Comprehension,2.0,0.0,2.0,2.0,1.88,0.125,1.63,2.12,10.7
35-9021.00,Dishwashers,2.A.1.b,Active Listening,2.62,0.183,2.2664,2.9836,2.0,0.0,2.0,2.0,15.0
35-9021.00,Dishwashers,2.A.1.c,Writing,1.75,0.1637,1.4292,2.0708,1.5,0.3273,0.8584,2.1416,7.5
35-9021.00,Dishwashers,2.A.1.d,Speaking,2.5,0.189,2.1296,2.8704,2.0,0.0,2.0,2.0,14.3
35-9021.00,Dishwashers,2.A.1.e,Mathematics,1.5,0.189,1.1296,1.8704,0.5,0.189,0.1296,0.8704,2.1
35-9021.00,Dishwashers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-9021.00,Dishwashers,2.A.2.a,Critical Thinking,2.5,0.189,2.1296,2.8704,2.0,0.0,2.0,2.0,14.3
35-9021.00,Dishwashers,2.A.2.b,Active Learning,1.88,0.125,1.63,2.12,1.75,0.25,1.26,2.24,9.4
35-9021.00,Dishwashers,2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,1.25,0.1637,0.9292,1.5708,7.1
35-9021.00,Dishwashers,2.A.2.d,Monitoring,2.5,0.189,2.1296,2.8704,2.0,0.0,2.0,2.0,14.3
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.12,0.125,1.88,2.37,17.4
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.1.b,Active Listening,3.5,0.189,3.1296,3.8704,2.88,0.125,2.63,3.12,28.8
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.1.c,Writing,2.12,0.125,1.88,2.37,2.0,0.0,2.0,2.0,12.1
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.1.d,Speaking,3.12,0.125,2.88,3.37,2.88,0.125,2.63,3.12,25.7
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.1.e,Mathematics,1.88,0.125,1.63,2.12,1.62,0.2631,1.1094,2.1406,8.7
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.2.a,Critical Thinking,2.75,0.1637,2.4292,3.0708,2.62,0.183,2.2664,2.9836,20.6
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.2.b,Active Learning,2.62,0.183,2.2664,2.9836,2.0,0.0,2.0,2.0,15.0
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.2.c,Learning Strategies,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.38,0.183,2.0164,2.7336,19.6
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.1.a,Reading Comprehension,3.0,0.0,3.0,3.0,3.25,0.1637,2.9292,3.5708,27.9
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.1.c,Writing,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.1.d,Speaking,3.25,0.1637,2.9292,3.5708,3.38,0.183,3.0164,3.7336,31.4
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.12,0.2266,1.6809,2.5691,12.8
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.2.a,Critical Thinking,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.A.2.d,Monitoring,3.25,0.1637,2.9292,3.5708,3.88,0.2266,3.4309,4.3191,36.0
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,3.62,0.183,3.2664,3.9836,32.3
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.1.b,Active Listening,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.1.d,Speaking,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.1.f,Science,1.62,0.183,1.2664,1.9836,1.0,0.3273,0.3584,1.6416,4.6
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.2.b,Active Learning,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.A.2.d,Monitoring,4.0,0.189,3.6296,4.3704,3.75,0.1637,3.4292,4.0708,42.9
